"RowId","YearStart","LocationAbbr","LocationDesc","DataSource","PriorityArea1","PriorityArea2","PriorityArea3","PriorityArea4","Class","Topic","Question","Data_Value_Type","Data_Value_Unit","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Break_Out_Category","Break_Out","ClassId","TopicId","QuestionId","Data_Value_TypeID","BreakOutCategoryId","BreakOutId","LocationId","GeoLocation"
NA,2016,"US","United States","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2367.6,2367.6,NA,NA,2318.3,2417.9,"Race","Unknown","C1","T1","MD101","Crude","BOC04","RAC08",59,NA
NA,2018,"HI","Hawaii","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3794,3794,NA,NA,2247,6406.1,"Race","Hispanic","C1","T2","MD201","Crude","BOC04","RAC04",15,"POINT (-157.8577494 21.30485044)"
NA,2017,"NV","Nevada","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2128.8,2128.8,NA,NA,1707.5,2654,"Race","Unknown","C1","T2","MD201","Crude","BOC04","RAC08",32,"POINT (-117.0718406 39.49324039)"
NA,2017,"PA","Pennsylvania","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Acute Myocardial Infarction (Heart Attack)","Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",927.6,927.6,NA,NA,900.2,955.8,"Gender","Male","C1","T3","MD401","Crude","BOC02","GEN01",42,"POINT (-77.86070029 40.79373015)"
NA,2016,"DC","Washington, DC","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",6.1,6.1,NA,NA,4.3,8.7,"Race","Non-Hispanic White","C1","T1","MD103","Crude","BOC04","RAC01",11,"POINT (-77.03196113 38.89037139)"
NA,2019,"VI","Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",6912.6,6912.6,NA,NA,6829.7,6996.6,"Age","75+","C1","T1","MD101","Crude","BOC03","AGE08",51,"POINT (-78.45789046 37.54268067)"
NA,2018,"NV","Nevada","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4752.9,4752.9,NA,NA,4623.1,4886.3,"Gender","Male","C1","T1","MD101","Crude","BOC02","GEN01",32,"POINT (-117.0718406 39.49324039)"
NA,2019,"VI","Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.8,4.8,NA,NA,4.2,5.5,"Race","Non-Hispanic Black","C1","T2","MD203","Crude","BOC04","RAC02",51,"POINT (-78.45789046 37.54268067)"
NA,2020,"DE","Delaware","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.2,5.2,NA,NA,4.3,6.3,"Gender","Male","C1","T2","MD203","Crude","BOC02","GEN01",10,"POINT (-75.57774117 39.00883067)"
NA,2016,"MI","Michigan","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Acute Myocardial Infarction (Heart Attack)","Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",767.2,767.2,NA,NA,743.4,791.9,"Gender","Female","C1","T3","MD401","Crude","BOC02","GEN02",26,"POINT (-84.71439027 44.66131954)"
NA,2018,"MO","Missouri","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3484.1,3484.1,NA,NA,2846.4,4264.6,"Race","Non-Hispanic Asian","C1","T1","MD101","Crude","BOC04","RAC03",29,"POINT (-92.56630005 38.63579078)"
NA,2020,"VI","Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2240.7,2240.7,NA,NA,2035.2,2467,"Race","Non-Hispanic Asian","C1","T1","MD101","Crude","BOC04","RAC03",51,"POINT (-78.45789046 37.54268067)"
NA,2020,"WA","Washington","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3011.7,3011.7,NA,NA,2785.3,3256.5,"Race","Other","C1","T1","MD101","Crude","BOC04","RAC07",53,"POINT (-120.4700108 47.52227863)"
NA,2020,"TX","Texas","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2562,2562,NA,NA,2530.3,2594,"Gender","Female","C1","T2","MD201","Crude","BOC02","GEN02",48,"POINT (-99.42677021 31.82724041)"
NA,2019,"RI","Rhode Island","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4,4,NA,NA,3.2,5.1,"Gender","Female","C1","T1","MD103","Crude","BOC02","GEN02",44,"POINT (-71.52247031 41.70828019)"
NA,2016,"MT","Montana","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",0,0,NA,NA,-1,-1,"Race","Non-Hispanic Asian","C1","T1","MD103","Crude","BOC04","RAC03",30,"POINT (-109.4244206 47.06652897)"
NA,2018,"RI","Rhode Island","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",2.6,2.6,NA,NA,2,3.5,"Gender","Male","C1","T1","MD103","Crude","BOC02","GEN01",44,"POINT (-71.52247031 41.70828019)"
NA,2019,"MO","Missouri","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",6.1,6.1,NA,NA,2.3,16.1,"Race","Hispanic","C1","T1","MD103","Crude","BOC04","RAC04",29,"POINT (-92.56630005 38.63579078)"
NA,2018,"VT","Vermont","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.5,4.5,NA,NA,0.6,32.3,"Race","Other","C1","T2","MD203","Crude","BOC04","RAC07",50,"POINT (-72.51764079 43.62538124)"
NA,2017,"CT","Connecticut","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",1.6,1.6,NA,NA,0.5,4.8,"Race","Unknown","C1","T1","MD103","Crude","BOC04","RAC08",9,"POINT (-72.64984095 41.56266102)"
NA,2018,"NJ","New Jersey","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",3.2,3.3,NA,NA,1.9,5.6,"Race","Unknown","C1","T2","MD203","Crude","BOC04","RAC08",34,"POINT (-74.27369129 40.13057005)"
NA,2017,"NY","New York","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5031.3,5031.3,NA,NA,4990.6,5072.3,"Race","Non-Hispanic White","C1","T1","MD101","Crude","BOC04","RAC01",36,"POINT (-75.54397043 42.82700103)"
NA,2018,"NV","Nevada","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.5,5.5,NA,NA,4.9,6.1,"Age","75+","C1","T1","MD103","Crude","BOC03","AGE08",32,"POINT (-117.0718406 39.49324039)"
NA,2016,"MO","Missouri","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3207,3207,NA,NA,2279.9,4511,"Race","Hispanic","C1","T2","MD201","Crude","BOC04","RAC04",29,"POINT (-92.56630005 38.63579078)"
NA,2019,"NB","Nebraska","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.9,5.9,NA,NA,5.3,6.6,"Age","75+","C1","T1","MD103","Crude","BOC03","AGE08",31,"POINT (-99.36572062 41.64104099)"
NA,2019,"CA","California","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.3,5.3,NA,NA,4.5,6.2,"Race","Other","C1","T2","MD203","Crude","BOC04","RAC07",6,"POINT (-120.9999995 37.63864012)"
NA,2021,"AL","Alabama","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",1.3,1.3,NA,NA,0.2,9,"Race","Unknown","C1","T2","MD203","Crude","BOC04","RAC08",1,"POINT (-86.63186076 32.84057112)"
NA,2020,"US","United States","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2737.3,2737.3,NA,NA,2693.8,2781.5,"Race","Non-Hispanic Asian","C1","T1","MD101","Crude","BOC04","RAC03",59,NA
NA,2020,"OK","Oklahoma","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",6.4,6.4,NA,NA,2.1,19.8,"Race","Non-Hispanic Asian","C1","T2","MD203","Crude","BOC04","RAC03",40,"POINT (-97.52107021 35.47203136)"
NA,2016,"HI","Hawaii","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4284.3,4284.3,NA,NA,4088.3,4489.6,"Age","75+","C1","T1","MD101","Crude","BOC03","AGE08",15,"POINT (-157.8577494 21.30485044)"
NA,2017,"LA","Louisiana","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",0,0,NA,NA,-1,-1,"Race","Hispanic","C1","T2","MD203","Crude","BOC04","RAC04",22,"POINT (-92.44568007 31.31266064)"
NA,2016,"MA","Massachusetts","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",8.1,8.1,NA,NA,5.4,11.9,"Race","Non-Hispanic Asian","C1","T1","MD103","Crude","BOC04","RAC03",25,"POINT (-72.08269067 42.27687047)"
NA,2020,"MO","Missouri","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2190.2,2190.2,NA,NA,1891,2536.8,"Race","Unknown","C1","T1","MD101","Crude","BOC04","RAC08",29,"POINT (-92.56630005 38.63579078)"
NA,2020,"IA","Iowa","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5,5,NA,NA,4.5,5.5,"Gender","Female","C1","T1","MD103","Crude","BOC02","GEN02",19,"POINT (-93.81649056 42.46940091)"
NA,2021,"WV","West Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.8,5.8,NA,NA,3.1,10.8,"Race","Non-Hispanic Black","C1","T1","MD103","Crude","BOC04","RAC02",54,"POINT (-80.71264013 38.6655102)"
NA,2020,"NV","Nevada","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3606.3,3606.3,NA,NA,3520.9,3693.8,"Race","Non-Hispanic White","C1","T1","MD101","Crude","BOC04","RAC01",32,"POINT (-117.0718406 39.49324039)"
NA,2019,"CO","Colorado","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5166.7,5166.7,NA,NA,5048.9,5287.2,"Age","75+","C1","T1","MD101","Crude","BOC03","AGE08",8,"POINT (-106.1336109 38.84384076)"
NA,2020,"RI","Rhode Island","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2665.4,2665.4,NA,NA,2515.5,2824.2,"Gender","Female","C1","T2","MD201","Crude","BOC02","GEN02",44,"POINT (-71.52247031 41.70828019)"
NA,2020,"MS","Mississippi","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",2.4,2.4,NA,NA,0.3,16.9,"Race","Non-Hispanic Asian","C1","T1","MD103","Crude","BOC04","RAC03",28,"POINT (-89.53803082 32.7455101)"
NA,2020,"KY","Kentucky","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",6346.9,6346.9,NA,NA,6227,6469.2,"Age","75+","C1","T1","MD101","Crude","BOC03","AGE08",21,"POINT (-84.77497105 37.64597027)"
NA,2020,"WI","Wisconsin","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",6.1,6.1,NA,NA,3.7,9.9,"Race","Other","C1","T1","MD103","Crude","BOC04","RAC07",55,"POINT (-89.81637074 44.39319117)"
NA,2021,"ME","Maryland","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2695.8,2695.8,NA,NA,2648.3,2744.2,"Race","Non-Hispanic White","C1","T2","MD201","Crude","BOC04","RAC01",24,"POINT (-76.60926011 39.29058096)"
NA,2019,"OR","Oregon","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5,5,NA,NA,4.4,5.7,"Gender","Female","C1","T2","MD203","Crude","BOC02","GEN02",41,"POINT (-120.1550313 44.56744942)"
NA,2021,"AL","Alabama","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4639,4639,NA,NA,4535.9,4744.3,"Age","75+","C1","T2","MD201","Crude","BOC03","AGE08",1,"POINT (-86.63186076 32.84057112)"
NA,2017,"WV","West Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4616.8,4616.8,NA,NA,4522.7,4712.8,"Race","Non-Hispanic White","C1","T2","MD201","Crude","BOC04","RAC01",54,"POINT (-80.71264013 38.6655102)"
NA,2021,"WV","West Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5,5,NA,NA,4.4,5.8,"Age","75+","C1","T2","MD203","Crude","BOC03","AGE08",54,"POINT (-80.71264013 38.6655102)"
NA,2020,"DE","Delaware","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2879.5,2879.5,NA,NA,2630.1,3152.5,"Race","Non-Hispanic Black","C1","T2","MD201","Crude","BOC04","RAC02",10,"POINT (-75.57774117 39.00883067)"
NA,2016,"NJ","New Jersey","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4592.4,4592.4,NA,NA,4525.5,4660.3,"Gender","Male","C1","T2","MD201","Crude","BOC02","GEN01",34,"POINT (-74.27369129 40.13057005)"
NA,2019,"MO","Missouri","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4795,4795,NA,NA,4717.8,4873.5,"Gender","Female","C1","T1","MD101","Crude","BOC02","GEN02",29,"POINT (-92.56630005 38.63579078)"
NA,2017,"IA","Iowa","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2970.5,2970.5,NA,NA,2898.8,3044,"Gender","Female","C1","T2","MD201","Crude","BOC02","GEN02",19,"POINT (-93.81649056 42.46940091)"
NA,2021,"WV","West Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4804.4,4804.4,NA,NA,4668.8,4944.1,"Gender","Female","C1","T1","MD101","Crude","BOC02","GEN02",54,"POINT (-80.71264013 38.6655102)"
NA,2021,"OH","Ohio","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5304.2,5304.2,NA,NA,5229.9,5379.5,"Age","75+","C1","T2","MD201","Crude","BOC03","AGE08",39,"POINT (-82.40426006 40.06021014)"
NA,2020,"US","United States","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2917.2,2917.2,NA,NA,2910.8,2923.6,"Overall","Overall","C1","T2","MD201","Crude","BOC01","OVR01",59,NA
NA,2020,"MA","Massachusetts","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3670.9,3670.9,NA,NA,3602.9,3740.1,"Gender","Male","C1","T2","MD201","Crude","BOC02","GEN01",25,"POINT (-72.08269067 42.27687047)"
NA,2021,"VI","Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.3,4.3,NA,NA,4,4.7,"Gender","Female","C1","T2","MD203","Crude","BOC02","GEN02",51,"POINT (-78.45789046 37.54268067)"
NA,2020,"MA","Massachusetts","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3682.1,3682.1,NA,NA,3342.4,4056.3,"Race","Other","C1","T1","MD101","Crude","BOC04","RAC07",25,"POINT (-72.08269067 42.27687047)"
NA,2021,"HI","Hawaii","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",0,0,NA,NA,-1,-1,"Race","Non-Hispanic Black","C1","T1","MD103","Crude","BOC04","RAC02",15,"POINT (-157.8577494 21.30485044)"
NA,2019,"CA","California","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",6.3,6.3,NA,NA,5.6,7.2,"Race","Other","C1","T1","MD103","Crude","BOC04","RAC07",6,"POINT (-120.9999995 37.63864012)"
NA,2016,"IN","Indiana","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Acute Myocardial Infarction (Heart Attack)","Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",966.4,966.4,NA,NA,930,1004.3,"Gender","Male","C1","T3","MD401","Crude","BOC02","GEN01",18,"POINT (-86.14996019 39.76691045)"
NA,2021,"ME","Maine","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",6,6,NA,NA,5.1,7,"Gender","Female","C1","T1","MD103","Crude","BOC02","GEN02",23,"POINT (-68.98503134 45.25422889)"
NA,2016,"MS","Mississippi","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.1,5.1,NA,NA,1.6,15.8,"Race","Other","C1","T2","MD203","Crude","BOC04","RAC07",28,"POINT (-89.53803082 32.7455101)"
NA,2021,"IN","Indiana","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3910.8,3910.8,NA,NA,3834,3989.1,"Gender","Male","C1","T2","MD201","Crude","BOC02","GEN01",18,"POINT (-86.14996019 39.76691045)"
NA,2018,"NJ","New Jersey","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.6,4.6,NA,NA,4.3,4.8,"Race","Non-Hispanic White","C1","T2","MD203","Crude","BOC04","RAC01",34,"POINT (-74.27369129 40.13057005)"
NA,2018,"VT","Vermont","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3565.6,3565.6,NA,NA,2347.8,5415.2,"Race","Other","C1","T2","MD201","Crude","BOC04","RAC07",50,"POINT (-72.51764079 43.62538124)"
NA,2017,"TN","Tennessee","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.6,5.6,NA,NA,5.2,6,"Gender","Female","C1","T1","MD103","Crude","BOC02","GEN02",47,"POINT (-85.77449091 35.68094058)"
NA,2017,"ME","Maryland","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Acute Myocardial Infarction (Heart Attack)","Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",766,766,NA,NA,733.1,800.3,"Gender","Male","C1","T3","MD401","Crude","BOC02","GEN01",24,"POINT (-76.60926011 39.29058096)"
NA,2019,"VT","Vermont","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2681.4,2681.4,NA,NA,1666.9,4313.3,"Race","Other","C1","T2","MD201","Crude","BOC04","RAC07",50,"POINT (-72.51764079 43.62538124)"
